Title,Contents,Keyword
 사당 냉동삼겹살 맛집  까꿍 돼지 사당 삼겹살   , 안녕하세요  혠이에요   오늘은 사당역에 다녀왔어요  이리저리 잘 돌아다니죠 저녁으로 까꿍돼지 사당 삼겹살이라는 가게에서냉동삼겹살을 먹었는데 맛있더라구요   층으로 운영되는 가게예요 혹시 저 사진에 살짝 숨어있는  맛있는 녀석들 이 보이시나요   냉동삼겹살로 유명해서 맛있는 녀석들에도 나오고모임 및 가족 외식 장소로도 유명한 곳이래요 위치 먼저 첨부할게요   까꿍돼지라는 상호명보다 사당 삼겹살 이라는 간판이 더 잘 보일 거예요 저도 정확한 가게명이 까꿍돼지라는 건밥 먹다가 알았답니다  머 쓱   사당 삼겹살 까꿍돼지 메뉴   밑반찬이에요 동그란 판으로 한 번에 올려주시더라구요    신기했어요 김치  상추  마늘  쌈장  파절이 등등 부족하면 셀프바에서 더 덜어 드시면 돼요 그래도 저는 파절이가 많이 나와서  너무 좋았어요 파절이  사랑해   이런 호일이 깔린 불판이 등장합니당   공깃밥은 흰밥이 아닌 현미밥이 나와요 그리고 삼겹살에 콜라는 필수죠   참고로 찌개는 따로 제공하지 않는다고 하니 참고하시길 바라요   냉동삼겹살 등장 이미 고기 몇 점을 불판 위에 올리고 찍은 거랍니당   까꿍돼지 사당 삼겹살만의 특이한 점이 있다면 대파  고사리  미나리를 준다는 거예요 특히 고사리가 구워지니까 생각보다 바삭하고 맛있더라구요  특이한 식감이었어요   구워지는 냉동삼겹살과 야채들   노릇노릇 아니 근데 이게 뭐야대파 이미 다 먹은 거 보이시나요  대파 킬 러   대파와 고사리  파절이와 함께노릇하게 구워진 냉동삼겹살을 먹어줍니다 삼겹살이 얇아서 먹는데 너무 부담스럽지도 않고맛도 있고 딱 좋았던 것 같아요   특히나 야채가 많이 있어서다양한 조합으로 삼겹살을 먹을 수 있는 게까꿍돼지 사당 삼겹살집의 장점인 것 같아요 여기서 끝일 리가 없겠죠   볶음밥도 먹었어요 삼겹살  인분으로는 배가 안 차니까요 샤샤샥 펼쳐주고 볶아주면 끝   약간 매콤 달콤한 김치볶음밥 맛이에요 볶음밥까지 다 먹으니 배가 차더라구요 가게도 깨끗하고 친절하셔서냉동삼겹살 너무 맛있게 잘 먹고 왔어요 사당역 근처에서 삼겹살 먹고 싶을 땐 여기가 딱일 듯해요    , 삼겹살     돼지     냉동     사당     가게   
 스프링 다이어리 추천  아트박스 핑크 스케쥴러  , 안녕하세요  혠이에요   오늘은 간단하게 저번 일상 데이트 포스팅에서 등장했던핑크 스케쥴러를 리뷰해보려고 해요  이제 유월도 지나고올해가 딱 절반 남은 시점이네요 다이어리를 한 번 써볼까  하고분명 올해 초부터 생각했는데  드  디  어  구매를 하게 되었어요   제가 스케쥴러를 고를 때 가장 중요하게 생각한 건 바로 스프링 여부였어요 어떤 공책을 쓰던지 좌철이 있는 게 완전히 펼쳐지고 또 뒤로 넘길 수도 있어서 편하더라구요       그래서 택한 게 바로 아트박스 핑크 스프링 스케쥴러   겉표지에는 귀여운 그림들이 담겨있어요 핑크 조아        핑크 최고            착한 가격  원두껍지 않고 작은 사이즈예요   내지 구성    표지   페이지   먼슬리 스케쥴러  장 날짜가 적혀있지 않아서 매년 매월 사용할 수 있어요   위클리 스케쥴러  장 총  주를 기록할 수 있습니다   줄노트  장   마지막 장  페이지 아니 이거 초딩 때 많이 쓰던 건데  추억이 새록새록 하네요   사이사이에 귀여운 일러스트들이들어있답니다    아직은 속이 텅텅 비어있으나       월을 잘 채워나간 다음에다이어리 포스팅도 해볼게요  저렴한 가격에 가볍게 들고다닐 수 있는 다이어리 아트박스 핑크 스케쥴러 추천해요   , 스케쥴     핑크     다이어리     포스팅     올해   
  데이트 기록   롱리브더킹  , 일이 훌쩍 지난 날이었지만시험 때문에 기념일을 챙기지 못하다가드디어 데이트를 했다 방학인데도 할 게 너무 많아서 밤을 꼬박 새고 아침 기차를 타고서서울로 달려갔당    함께 본 영화   롱 리브 더 킹   목포영웅 영어 제목에  처음 들어봐서 외국 영화인 줄 알았는데따끈따끈 갓 개봉한 한국 영화였다 그래서인지 정말 자리가 꽉 차 있었다  언젠가 후기를 포스팅 하는 걸로   팝콘 콤보 팝콘은 갓라멜이 진리 약간 비몽사몽한 상태라  행여나 영화 보다가 잠들까봐 자면 안된다고  안된다고신신당부하던 남자친구  다행히 영화가 지루하지 않아서끝까지 말똥말똥할 수 있었다   영화를 보고 롯데리아에 왔당  아주 오랜만에 모짜렐라 인더버거를 먹었다 남자친구의 햄버거 토마토 편식을 시작으로 각자 싫어하는 음식에 관해서도 얘기하고서로에 대해서 더 깊게 알아가게 되었다   함께 고른 내 다이어리  이제 올해가  개월 채 남지 않았지만 앞으로는 더 바쁘게 살아가고 싶어서 실은 그래야될 것만 같아서 귀여운 핑크 다이어리를 마련했당  열심히 쓸 수 있겠지   일 기념 편지  드디어 기다리고 기다리던 편지 교환식  기념일 때마다 하던 편지 교환식이지만받아도  받아도 감동적인 건 변하지 않는 것 같다 옷도 꾸질 꾸질하고  밤도 새서 눈도 퀭했는데 예쁘다고 해줘따  행복했던 하루여따 , 영화     편지     기념일     팝콘     남자친구   
 동성로 소고기 맛집 대구 양파식당  , 안녕하세요 혠이에요오랜만에 고향 대구에 다녀왔어요엄마와 밥도 먹고 데이트도 할겸 동성로에 갔답니다   해질녘에 찍어서 가게 외관 사진이 어둡네요장소 먼저 첨부할게요   대구 양파식당은 중앙로역보다반월당역이 훨씬 가까워요 반월당역  번 출구로 나와서  골목으로 들어가셔서 쭉 직진 하세요그리고 또 다시  가 보이면 왼쪽으로 꺾으면 도착   대구 양파식당 내부 모습이에요테이블이 꽤 많아요   가격 야키니쿠 전문점이라 처음에는 야키니쿠를먹을 생각으로 왔지만  엄마가 그걸로는 배가 안 찰 것 같다고 하셔서황제갈비살 한근  으로 메뉴 변경   술은 안 마셨지만 여러가지 이벤트가 있더라고요   준비된 밑반찬들 미역국  콘치즈  파절이  마늘  양파  양파가 생으로 나와서 양파식당인걸까요   특이했던 미역국 셀프 서비스  미역국을 계속 리필할 수 있어서 되게 좋았는데 좀 짰어요   귀여운 계란찜   그럼 이제 준비된 갈비살을 올리고 아주 노릇노릇하게 구워줍니당고기를 굳이 자를 필요 없이 먹기 딱 좋은 크기로 잘라서 나와서 편했어요   점점 익어가는게 보이시나요 고기 구울 때는 항상 잠깐 기다리는 시간이 너무 긴 것 같아요  가끔은 여유부리다가 새까맣게 태워먹기도 하지만요 홀홀홀홀   우리 엄마 바쁜 손놀림      파절이와 양파와 함께 한입상추에 싸서 또 한입 이렇게 먹든 저렇게 먹든 다 어울리는 맛이었어요밑반찬으로 콘치즈가 같이 나오는데고기에 콘치즈를 찍어먹을 수도 있어서 신기했어요 독특한데 생각보다 어우러지는 맛   밥이나 다른 후식 없이딱 고기만으로 둘이서 배부르게 먹었어요  그리고 덧붙이자면 사장님이 되게 친절하시더라고요가끔 가다보면 내가 눈치보게 되는 가게도 있는데  양파식당은 서비스가 정말 좋은 것 같아요 올해의 친절 식당  가격도 괜찮고 맛도 있는 대구 양파식당 추천해요   , 양파     식당     대구     엄마     미역국   
      먹은 것들 정리  , 맘스터치 찜햇닭 강정 단품  마지막 시험치고 먹은 맘터 찜햇닭 강정  찐한 간장 맛이 났고  안에 누룽지 처럼 튀겨진 쌀이들어있었다  강정이 그리 독특한 맛은 아니었는데 쌀이 진짜 특이하고 진짜 중독성있었다  많을 줄 알았는데 단품을 다 해치웠다   구이몽 영통점 삼겹살  인분  여기는 와규 맛집이지만  삼겹살을 먹었다   데헷 떡이랑 버섯도 함께 구워 먹을 수 있었다 학생이라 주로 무한리필 고깃집만 갔는데  과연  차원이 다르다 라는 것이 이런 걸까         고기가 정말 두툼하고 쫄깃쫄깃했다   물냉면  물냉 쫀맛  물냉 진리  물냉 최고 물냉 찬양단     구이몽 메뉴판   가격 참고하세용   배스킨라빈스 싱글레귤러 블랙소르베  다들 블랙소르베 먹고 인스타에 자랑을 하길래 유행인가 싶어서  나도 먹어봤다  블랙와플콘에 담아 먹고 싶었는데 품절이라구 했당 한 입 베어무는 순간 레몬 맛이 강하게 났고 혀와 입술과 이가 까매졌다  남자친구랑 나눠 먹었는데 갓만난 연인들은 같이 안 먹는 거 추천 딱 레모네이드 아이스크림 맛으로 분명 맛이 있긴 했지만  한 번의 경험으로 남기기로 했다      영통 하추다방 밀크티  친구들이 밀크티가 맛있다며 데리고 간 하추다방 직접 마셔보니 밀크티 맛집 인정  다른 친구는 말차 밀크티를 주문했는데 녹차킷캣맛이 났다  맛있었다  고소하고 달달했다   단  얼음컵에 한 번에 넣어 먹으면 얼음이 녹아 밍밍해질 수 있으니 조금씩 넣어 먹는 걸 추천한다 좌석이 많아서 공부하기도 좋고  실제로 공부하고 계시는 분들이 꽤 많았다  여유롭게 밀크티나 커피 한 잔 하러 가기도 좋을 듯한 분위기였다   삼송빵집 수서역사점 야채고로케  대구로 내려가려고 하는데 너무 굶주려서  처음으로 수서역에 있는 삼송빵집에 들렸다   대구에서 시작된 삼송빵집을 대구 사람이 대구가 아닌 서울에서 처음 먹게 되었다는 것이 모순 맛있다는 맛을 워낙 많이 들었는데  기대를 너무 많이해서 그런지  고로케의 양파맛이 강하게 느껴졌다  한 끼 대용으로는 정말 좋을듯    상인 비치클럽커피 오레오빙수    대구 와서 동생이랑 공부하려고 들린 비치클럽커피 카페  새벽  시까지 오픈하기 때문에 새벽 공부하기에 최적이었다  아니 근데 사실 동생은 공부하다가 잠들었고  나는 컴퓨터 하고 놀았   결국 오레오빙수 쿰척쿰척하러 간 것이나 다름 없다   오레오빙수는 뭐랄까맛있지만 좀 물려서 굳이   시킬 필요는 없을 듯 그냥   드세요   오  나 이렇게 보니까 엄청 잘 먹고 다니네    하추다방 찜햇닭강정 구이몽 블랙소르베 비치클럽커피 삼송빵집수서역 , 밀크     공부     대구     물냉     블랙   
 돈발족발 영통점   영통중상 족발   경희대 국제캠 족발맛집  , 안뇽하세요 혠이에요   드디어 제가  종강을 했어요 와하하 너무 행복하네여 종강 다음날 친구들이랑 기념으로 기다리고 기다리던 족발을 먹으러 갔어요   영업시간매일        우선 위치 첨부 먼저 할게요 사실 가게가 구석진 곳에 있어서 찾는 게 힘들어요  저도 갈 때마다 헤매는 것 같아요 대강이라도 길을 알려드리자면 영일중학교 정문 옆에 보면 빨간색 간판 대구 왕뽈찜 집이 있는데  그 왼쪽 골목으로 두 블록 지나치고  다시 오른쪽으로 꺾어서 걷다보면 나올 거예요   돈발족발 메뉴판이에요 현재는  족발  홀   포장 이벤트 중이라고 하니까참고하시면 좋을 것 같아요 족발 홀   포장 이벤트 소  뒷              중  앞 뒷         대  앞                 돈발족발 가게 내부는 이렇게 생겼어용좌석이 꽤 많은 편이에요   밑반찬은 이렇게 나왔어요 상추  깻잎  쌈무 등등사진 상에는 없지만 된장국을 주는데 특이했어요   족발 매운족발 반반 소  원 저희는 족발과 매운 족발 반반 메뉴를 골랐어요 원래 반반메뉴는  소 자가 없는데 사장님께서 가능하다고 하셔서 소자로 주문했어요 기본 족발은 맛이 괜찮더라구요 쌈 싸먹어도  그냥 먹어도 잘 어울리는 맛이었어요   매운 족발은 매운 거 못드시는 분들께 비추예요 맛있어서 친구들도 저도 계속 먹긴 했다만 거의 땀을 뻘뻘 흘리면서 먹었답미다   아 그리구 매운 족발에는 떡도 들어가있더라구요 쫄깃쫄깃하고 중독성 있었어요     쟁반막국수 소  원 족발엔 역시 쟁반 막국수죠  왠지 부족할 것 같아서 막국수도 주문했어요 막국수는 별로 맵지도 않고  먹어도 먹어도 들어가더라구요  시원해서 요즘같은 날씨에 먹기 딱 좋았어요   주먹밥  원 주먹밥이에요  제 친구의 작품이랍니다 홍홍주먹밥은 매울 때마다 하나씩 주워먹는 맛이 있죠 여자 셋 기준으로 이 정도면 충분한 양인 것 같아요 부족할 것 같다고 막국수랑 주먹밥도 주문 해놓고족발의 반을 남겨서 결국 포장했어요     그럼 이만 빠르게 포스팅 마칠게요 저렴하고 맛있는 영통 족발 맛집  돈발족발회식이나 모임할 때 가기 좋을 것 같아요 추천해요      , 족발     막국수     주먹밥     친구     돈발   
  키리 진한 크림치즈 모찌롤   키리모찌롤 후기  , 안녕하세요 혠이에요   오늘은   키리 진한 크림치즈 모찌롤  일명 키리모찌롤  리뷰를 해보려고 해요   키리  하면 역시 크림치즈겠죠 모찌롤이라고 해서 안에 떡처럼 쫀득쫀득할거라 생각할 수도 있지만  키리모찌롤의 필링은 크림치즈예요 근데 왜  모찌롤 일까여   혼돈의 카오스   키리모찌롤은 총   칼로리예요 빵이 총  개가 들었으니까하나당  칼로리라는 거겠죠      아냐  맛있게 먹으면  칼로리랬어요   뚜껑을 열면 이렇게  귀엽고 동글동글한 빵들이 줄 지어 들어있답니다모찌롤들이 굉장히 보송보송해 보이는군요   모찌롤의 단면은 이렇게 생겼어요크림이 가득 차있네용   한입  두입 저는 처음에 이게 완전 먹으면 녹아 바스라지는생크림 정도의 식감일 거라 생각했어요 먹어보니 생크림이랑 크림치즈 사이의 식감이에요 맛은 약한 크림치즈 맛생각보다 크림치즈의 존재감이 강하진 않아요   그래도 맛있어서 계속 먹게 되는 맛이에요 달달해서 아메리카노랑 찰떡궁합일 것 같아요   아아 그리고  제가  개 중에 하나는 한 시간 정도 뒤에 먹었는데그러니까 크림치즈가 생크림 처럼 묽어졌더라구요 묽은 생크림 식감을 좋아하시는 분들은 상온에 살짝 놔뒀다가 드세요 반대로 크림치즈처럼 꾸덕한 식감을 선호하시는 분들은냉장고에 좀 넣어뒀다가 드시는 게 좋을 것 같아요   커피와 어울리는 달달한키리 진한 크림치즈 모찌롤 키리모찌롤 출출할 때 한 번 드셔보세용    , 크림     치즈     모찌     리모     찌롤   
 니니즈 그립톡   니니즈 스카피 그립톡   니니즈 토끼 그립톡 후기   , 안녕하세요  혠이에요     며칠 전에 남자친구가 그립톡을 선물해줬어용 그냥 그립톡도 아닌 굉장히 귀여운 니니즈 스카피 그립톡을요  갸아악    평소 영상 같은 거 볼 때 폰을 세워두기가 어려워서 늘 불편했는데그립톡을 받아서 너무 기뻤어요      카카오프렌즈 니니즈 토끼 그립톡 스카피     그립톡은 처음이라너무 기대해서 오자마자 사진을 찰칵찰칵 찍었어요 베이비핑크 색 토끼예용 핑크 덕후  토끼 덕후인 저에게핑크 토끼란          귀  귀여워      빵실빵실한 볼에 작은 귀가굉장히 귀엽다   카와이  참참 이 그립톡 표면은 약간 젤리케이스 같은 느낌인데 뒤에 플라스틱이 있어서 휘어지진 않아요    사용방법은 아주 아주 단순해요 그립톡 뒷면에 필름을 제거하고  원하는 곳에 부착하면 된답니당  저는 이게 일회용인줄 알았는데떼어내서 물로 한번 씻어주고 다시 붙이면  또 쓸 수 있다고 해요   보통 뭐 붙일 때 엄청 긴장하는 편인데  다시 쓸 수 있다고 해서마음 놓고 붙였어요     때 탄 케이스와 니니즈 스카피 그립톡 생각보다 큰 니니즈 그립톡양 볼을 기준으로   정도예요   토끼 얼굴을 당겨주면 그립톡이 이렇게 튀어나온답니당총  번의 높이 조절이 가능해요   보통 폰을 세워둘 때는높이 조절을  단계로 해서 이렇게 세워두면 돼요 일반적인 동그라미 그립톡이랑은 다르게 그립톡을 돌리고토끼 얼굴을 바닥면으로 둠으로써휴대폰의 경사를 조절할 수도 있는게 장점이에요      위 사진 처럼  이어폰 줄감개로도 유용하게 쓰이고차량용 마그네틱 거치대에 부착할 수도 있다고 해요 또  손가락에 챱   감겨서 휴대폰 들고다니기도 편하고여러모로 장점이 많은 니니즈 그립톡이랍니당    짜잔    휴대폰에 케이스를 끼운 모습이에요  정말 귀엽죠   오래오래 쓸 것 같아요 삶의 질도 높여주고  귀여운 악세서리도 되는니니즈 그립톡  니니즈 스카피 그립톡완전 추천해용 , 토끼     스카     핑크     케이스     조절   
 음악추천  태연          듣기 가사   ,     유희는 쉬워 이 밤을 보낼 그 흔한 방법 그러기엔 우린 좀 달라 분명 그러자 밤의 마법이  욕망이  달이 속삭여 괜찮아 허니  어둠이 깊어 비밀을 덮어줄 테니 이끄는 대로 가 보고 싶은데  자 말해봐             우주 같은 네 안으로             빠져들면 달뜬 한숨도 나부낀 나도 취한 듯 꿈을 헤매 너를 헤매 믿어지니   긴밀히 쌓인 너와 나 서로를 탐하던 단어 열기 가린 가면 벗어던져 끊어질 듯한 긴장은  의심은 사라졌으니 예 어서 와 허니  눈 앞의 존재 넌 살아 움직이는데 오감에 취해 널 더 알고 싶어  자 말해봐             우주 같은 네 안으로             빠져들면 달뜬 한숨도 나부낀 나도 취한 듯 꿈을 헤매 너를 헤매 믿어지니   전부 무너지게 다 녹아 버리게 터무니 없이 미치게 해                                          자 말해봐             우주 같은 네 안으로             빠져들면 달뜬 한숨도 나부낀 나도 취한 듯 꿈을 헤매 너를 헤매 믿어지니   꿈인 듯해  너를 헤매  난 너만 원해  믿어지니 , 우주     한숨     취한     허니     유희   
 영통 스터디카페  르하임스터디카페    , 안녕하세요 혠이에요   요즘 시험 기간이라서 수원 영통역 근처 르하임스터디카페에 다녀왔어요  시험은 참 봐도 봐도 적응이 안되는 것 같아요  원래 일반 카페를 가려다가 검색을 해보니스터디카페도 가격이 괜찮은 것 같고 시간 운영이라고 해서 영통 스터디카페 로향했어용 와아 룰루랄라   르하임스터디카페는 영통역에서  분 거리에 있는보보스프라자  층에 위치해 있어요      보보스프라자  층 엘레베이터에서 내려서 왼쪽으로 꺾으시면 이런 곳이 나와요가장 구석진 곳에 있어요    영통 스터디카페 르하임스터디카페 가격  시간  원 시간  원 시간  원 시간  원 시간  원 시간 정액권  원 시간 정액권  원 주 기간권  원  이외에도      인 스터디실이 있어요   르하임스터디카페 내부로 들어가면이런 키오스크가 있어요 원하는 이용권을 누르고자리 선택하신 다음  결제하면 된답니당카카오톡으로 받은 바코드로 입장할 수 있어요   내부에 사물함도 꽤 많이 있더라구요 오래 다니실 분들은 책 들고다니면 무거우니까사물함도 좋은 것 같아요   내부는 정말 넓어요근데 혹시나 다른 분들께 방해가 될까봐구석에서 몰래 찍느라 잘 못찍었어요    따흑   생각보다 정말 자리가 많아요 사진을 찍은 시점은 새벽  시 정도였어서사람이 없어 보이는 거예요 저녁엔 꽤 많더라구요      각 좌석마다 콘센트도 있고  조용하고 쾌적해요각 좌석마다 칸막이는 따로 없지만 떨어져있는  인용 책상이 몇 개 있어요   그리고 휴게실에는 이런 무인 카페가 있었어요 가격도 엄청 저렴한 편이에요 아메리카노가  원  카페라떼가  원 그리고 아이스티가  원이에요   사진 상에는 없지만 프린트기도 있어요 한 장당 흑백  원  컬러  원 무소음 마우스  키스킨  담요  충전기  독서대  볼펜 등  다양한 물품들을 대여할 수 있어요 저는 이런 것들이 섬세한 배려 같아서가장 마음에 들더라구요   영통 스터디카페 르하임스터디카페 세련되고 깔끔해서 집중도 잘 되고공부 의욕이 불타오르게 돼요 오히려 칸막이나 커튼이 없어서딴짓도 더 안하게 되는 것 같구요  시간이라서 시험 기간 벼락치기할 때도 최고인 것 같아요  추천해요    , 카페     시간     하임스터디     스터디     시험   
 헤어 트리트먼트 추천  헤머셀 센서티브 릴랙싱 트리트먼트  , 안녕하세요  혠이에요 사실   저는 여러 번의 탈색과 염색의 결과로극극극손상 머릿결을 지니고 있는 사람이에요 머쓱타쓱   증거예요 아하핳핳하핳아하핳   네   그렇다고 매번 미용실에 가서 클리닉을 받기엔가격이 너무 부담스럽더라구요   주변에선 그냥 포기하고 상한 머리를 다 자르라고 하지만마지막으로 희망을 한 번 가져볼까 합니당 바로  헤머셀 센서티브 릴랙싱 트리트먼트  라는두피클리닉 제품으로요   두   둥   제품은 이런 깔끔한 상자에 담겨서 왔어요   상자 안의 또 작은 상자 찰랑거리는 머릿결을 지닌 분께서 지긋이 바라보고 계시네요   뜯어보니 아주 모던한 외관의 트리트먼트가 들어있어요     로 꽤나 넉넉한 용량 헤머셀 센서티브 릴랙싱 트리트먼트는 미용실에서 사용하는 제품이라고 해요과연 제 머리를 구원해줄지               희망 한가득   그대로 욕실에 안   착 샴푸를 한 다음 트리트먼트를 적당히 짜서 모발에 고루고루 발라주시면 돼요 두피에도 사용가능 하다고 해요 이후      분정도 방치한 뒤물로 깨끗이 헹궈주면 끝이에요    트리트먼트를 직접 발라봤어용 향기는 사실 거의 안 나는데열심히 맡아보면 은은한 미용실 향이 나요     정말 대박적이지 않나요  꺄륵        아직도 남들만큼 좋은 머릿결은 아니지만이전에 비해서 훨씬 부드러운 것 같아요 이런 게 바로 환골탈태        제가 원래 머리가 워낙 푸석해서머리를 손으로 휘날리면 그냥 엉키고 난리나는데오늘은 찰랑찰랑하더라구요  넘 기뻐 위 사진과 머리 색이 조금 다른 이유는전과 후 사진 사이에 약간의 텀이 있어서 그래요  염색물이 매일매일 빠지고 있어서요    그래서 저는 굉장히 만족이에요  대성공    찡긋 저처럼 모발이 건조하고 손상되어 걱정이 많으신 분들 혹은 민감성 두피여서 관리가 필요하신 분들  센서티브 릴랙싱  헤어 트리트먼트 추천 합니당 헤어 트리트먼트 추천 포스팅 끝     , 트리트먼트     머리     머릿결     미용실     센서티브   
 음악추천      메간 트레이너    듣기 가사 해석   ,                 안녕  만나서 반가워             네 티셔츠를 입은 날 볼 수 있었어             연설자로부터 사랑을 들을 수 있었고                 설교자 앞에 서 있는 우릴 볼 수 있었지             웨딩드레스를 입고선  동의합니다 라고 말하고 있어               너무 깊이 빠져서  구명조끼가 필요해           평소엔 이러지 않는데 말이야         안 돼  안 돼                     그리고 난 알았어             너를 꼭 붙잡아야 한다는 걸           붙잡아야 한다는 걸                       그리고 난 알았어             너를 꼭 붙잡아야 한다는 걸             붙잡아야 한다는 걸           그들은 저 바보가 달려들었다고 말해                   그래도 난 네 앞에선 바보가 될래           네 앞에선 바보가 될래           그들은 저 바보가 달려들었다고 말해                     그래도 난 네 앞에선 바보가 될래             네 앞에선 바보가 될래           이건 단순한 관계가 아니야           네가 있는 내 침실을 그리고 싶은 걸             내 애인이 되어줘  가장 친한 친구가 되어줘               내 왼손에 반짝거리는 걸 끼워줘                 난 말해   나한테 어떤 사랑을 줄래               네 성이 내 이름에 잘 어울리잖아               나한테 어떤 사랑을 줄래               네 성이 내 이름에 잘 어울리잖아                     그리고 난 알았어             너를 꼭 붙잡아야 한다는 걸           붙잡아야 한다는 걸           그들은 저 바보가 달려들었다고 말해                         그래도 난 네 앞에선 바보가 될래  바보가 될래                     그래도 난 네 앞에선 바보가 될래           그들은 저 바보가 달려들었다고 말해                             그래도 난 네 앞에선 바보가 될래  바보가 될래                 그래도 난 네 앞에선 바보가 될래                             그들은 저 바보가 달려들었다고 말해  그들은 저 바보가 달려들었다고 말해도 난 그러고 싶은걸                         그래도 난 네 앞에선 바보가 될래  바보가 될래                 그래도 난 네 앞에선 바보가 될래  바보가 될래                             그들은 저 바보가 달려들었다고 말해  그들은 저 바보가 달려들었다고 말해도 난 그러고 싶은걸                         그래도 난 네 앞에선 바보가 될래  바보가 될래                     난 네 앞에선 바보가 될래  바보가 될래               그들은 저 바보가 달려들었다고 말해  그래도 난           그래도 난 네 앞에선 바보가 될래         그들은 말해  바보가 달려들었다고                 그래도 난 네 앞에선 바보가 될래           그들은 저 바보가 달려들었다고 말해                         난 네 앞에선 바보가 될래  바보가 될래             그래도 난 네 앞에선 바보가 될래           그들은 저 바보가 달려들었다고 말해                         난 네 앞에선 바보가 될래  바보가 될래                   난 네 앞에선 바보가 될래           그들은 저 바보가 달려들었다고 말해                         난 네 앞에선 바보가 될래  바보가 될래             난 네 앞에선 바보가 될래                             그들은 저 바보가 달려들었다고 말해  그들은 저 바보가 달려들었다고 말해도 난 그러고 싶은걸                             난 네 앞에선 바보가 될래  바보가 될래                 난 네 앞에선 바보가 될래         그들은 저 바보가 달려들었다고 말해                             그들은 저 바보가 달려들었다고 말해                         난 네 앞에선 바보가 될래  난 네 앞에선 바보가 될래 , 바보     사랑     이름     안녕     티셔츠   
 이마트 노브랜드 라면한그릇 후기  , 얼마전에 남자친구가 노브랜드를 들렀다가  라면을 사왔어요 이름하여 노브랜드 라면한그릇    두둥   처음 보는 라면이어서기대반 의심반으로 라면을 뜯었어요 가격은  개에  원이에요한 봉지에  원인 셈이죠 놀라운 가격이네요          한 봉지당   이에요네   그래요   라면이라면   다   비슷비슷한 끓이는 방법   물을 끓이고 면과 스프를 넣어줍니다정확한 맛을 느끼기 위하여 계란  파 등등 다른 재료는 넣지 않았어요   보글보글 지글지글 끓여줍니다저는 푹 익은 면보다 컵라면 처럼 꼬들꼬들한 면을 좋아해요 그래서 최대한 빨리 불을 껐습니당   왠지 초라해보이는 저녁  시의 밥상       어쨌든 완성이에요  호로록 호로록 먹어주면 됩니다   주관적인 노브랜드 라면한그릇 후기 저는 맛있었어요  어디서 먹어본 것 같은 맛이긴 하지만 그래서 더 무난하게 잘 먹었네요 비슷한 맛이라면 이왕 싼 라면한그릇을선택하는 게 낫겠단 생각도 들어요 그리고 매운 거 못 드시는 분들 강추예요웬만한 건 다 매워하는 매운맛 찌질이인데이건 물만 있으면 먹을 수 있을 정도거든요그렇다고 밍밍하지도 않아요 음 정리하자면 와 미쳤다  이거다  이런 맛은 아니지만딱히 단점은 없는 듯한 느낌 노브랜드가면 재구매할 것 같아요노브랜드 라면한그릇 리뷰 끝   노브랜드  라면추천  라면한그릇  라면후기  노브랜드리뷰 , 라면     브랜드     그릇     가격     봉지   
 음악추천      유라   나의 머리는 녹색   듣기 가사   ,                                   난 정신없이 이리저리 왔다 갔다 해 나의 머리는 녹색 꽃이 되는 상상하네자주 바뀌는 날씨에 위험하니 우회 파일럿밤새  를 틀어 같은 어둠을 달고잠을 피해 보려다 나의 떠돌이 잡념    여린 여주인공 말투           귀에 대고 있는 슬픔 새벽  시 반 잘못 맞춘 알람 소리비디오게임   다이아몬드                                               난 정신없이 이리저리 왔다 갔다 해 용감한 눈은 무거워 그래 맨날 비정상이래자주 바뀌는 날씨에 너도 나를 참 몰라 새벽  시 반 원망이 없는 시간비디오게임   다이아몬드                                               난 정신없이 이리저리 왔다 갔다 해                                 난 정신없이 이리저리 왔다 갔다 해                         난 정신없이 이리저리 왔다 갔다 해                                 난 정신없이 이리저리 왔다 갔다 해                                 난 정신없이 이리저리 왔다 갔다이리저리 왔다 갔다 해   , 자주     날씨     새벽     비디오게임     다이아몬드   
 특기는 없구요 취미는 김동희 사진 줍고 다니기  ,     우리오파  개귀여어  하고풍거  삭다해라  매일이론  덕후마음  주접이라  할지라도  내가알게  모야시발  좌로인정  우로인정  압구루기  대굴대굴 아 근뎈  생각해보니 오빠가 아니었심잠깐 눈물 좀        이 사진 제일 좋아     같은 얼굴 다른 분위기   안경동히     브이앱 제발      일코짤 당첨                     와장창      김동희 죽도록사랑해                 죽으면 동히 못봐   사뿐           , 인정   
 우는 이모티콘 눈물 특수문자 이모지 모음  ,  우는 이모티콘 모음  안녕하세요 혠입니다 표정 특수문자 중 우는 이모티콘 이모지 만 모아 봤어요기기나 플랫폼 종류에 따라 깨져 보일 수도 있습니다                                                                                              잘 보면 귀엽게 우는 이모티콘이 꽤 많아요상황에 따라 어울리는 표정을 한 번씩 써봅시다 실망한 표정 이모티콘                                                                   위에 있는 커다란 우는 이모티콘은   부분에 원하는 글씨를 넣어서 쓸 수도 있는데이것도 글 중간 정렬이 안되는 곳에서는 깨지는 경우가 종종 있더라고요   눈물           그럼 유용하게 사용하세요 , 이모티콘   
